book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url
8114,9998,9998,58336,90,679733787,9780679733780.0,"Kōbō Abe, E. Dale Saunders",1962.0,砂の女 [Suna no onna],The Woman in the Dunes,eng,3.91,11467,13886,1026,264,838,3046,5523,4215,https://images.gr-assets.com/books/1361254930m/9998.jpg,https://images.gr-assets.com/books/1361254930s/9998.jpg
8115,77298,77298,17171130,119,140248927,9780140248920.0,"Mario Vargas Llosa, Helen R. Lane",1977.0,La tía Julia y el escribidor,Aunt Julia and the Scriptwriter,eng,3.9,9228,12384,773,163,660,2947,5075,3539,https://images.gr-assets.com/books/1327993472m/77298.jpg,https://images.gr-assets.com/books/1327993472s/77298.jpg
8124,10365343,10365343,15268500,27,385528078,9780385528080.0,Colson Whitehead,2010.0,,Zone One,eng,3.25,12370,13845,2515,1015,2302,4488,4284,1756,https://images.gr-assets.com/books/1327888785m/10365343.jpg,https://images.gr-assets.com/books/1327888785s/10365343.jpg
8127,6193,6193,2055648,89,009947915X,9780099479150.0,J.M. Coetzee,1983.0,Life & Times of Michael K.,Life and Times of Michael K,,3.85,10647,12246,709,239,775,3004,4840,3388,https://images.gr-assets.com/books/1327203650m/6193.jpg,https://images.gr-assets.com/books/1327203650s/6193.jpg
8128,16948,16948,882029,21,044900483X,9780449004840.0,Mary Doria Russell,1998.0,Children of God,"Children of God (The Sparrow, #2)",eng,4.05,12938,14009,1298,113,557,2685,5856,4798,https://images.gr-assets.com/books/1373509005m/16948.jpg,https://images.gr-assets.com/books/1373509005s/16948.jpg
8141,40483,40483,2462307,124,345301110,9780345301120.0,"Pauline Réage, Sabine d'Estree",1954.0,Histoire d'O,Story of O (Story of O #1),eng,3.34,10922,14059,1270,1129,2193,4235,3781,2721,https://images.gr-assets.com/books/1464369941m/40483.jpg,https://images.gr-assets.com/books/1464369941s/40483.jpg
8152,265264,265264,1984746,49,330311735,9780330311730.0,Richard Bach,1988.0,One,One,,3.94,9349,10538,252,237,666,2407,3428,3800,https://images.gr-assets.com/books/1356137029m/265264.jpg,https://images.gr-assets.com/books/1356137029s/265264.jpg
8162,12923,12923,46432,361,192834401,9780192834410.0,Horace Walpole,1764.0,,The Castle of Otranto,eng,3.18,12921,16081,1293,766,3006,6662,3899,1748,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8163,40471,40471,791775,34,330314920,9780330314920.0,Cormac McCarthy,1968.0,Outer Dark,Outer Dark,,3.88,9172,11246,900,117,552,2737,4989,2851,https://images.gr-assets.com/books/1356452527m/40471.jpg,https://images.gr-assets.com/books/1356452527s/40471.jpg
8166,23503361,23503361,43085307,19,812995228,9780812995220.0,Julia Pierpont,2015.0,Parmi les dix milliers de choses,Among the Ten Thousand Things,eng,2.84,8458,9713,1317,1083,2630,3554,1658,788,https://images.gr-assets.com/books/1464907467m/23503361.jpg,https://images.gr-assets.com/books/1464907467s/23503361.jpg
8167,10878,10878,1005676,23,743250451,9780743250450.0,Hunter S. Thompson,1979.0,The Great Shark Hunt: Strange Tales from a Strange Time,"The Great Shark Hunt: Strange Tales from a Strange Time (The Gonzo Papers, #1)",en-US,4.07,9953,10752,306,35,287,2210,4543,3677,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8168,47730,47730,46720,13,395957761,9780395957770.0,"Anne Sexton, Maxine Kumin",1981.0,The Complete Poems: Anne Sexton,The Complete Poems,en-US,4.28,11888,12264,305,117,303,1680,4089,6075,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8175,4830,4830,1214874,65,679783482,9780679783480.0,Salman Rushdie,2005.0,Shalimar the Clown,Shalimar the Clown,eng,3.86,10396,11231,809,200,707,2670,4514,3140,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8188,52783,52783,2222957,80,140189424,9780140189420.0,"Saul Bellow, Luciano Bianciardi",1959.0,Henderson the Rain King,Henderson the Rain King,eng,3.79,11226,11928,674,365,977,2946,4107,3533,https://images.gr-assets.com/books/1297116277m/52783.jpg,https://images.gr-assets.com/books/1297116277s/52783.jpg
8193,17934521,17934521,25206775,33,1250039819,9781250039810.0,Nickolas Butler,2014.0,Shotgun Lovesongs,Shotgun Lovesongs,eng,3.78,9878,11717,1891,153,756,3183,5104,2521,https://images.gr-assets.com/books/1396818566m/17934521.jpg,https://images.gr-assets.com/books/1396818566s/17934521.jpg
8212,330760,330760,2696001,48,802131867,9780802131870.0,Jack Kerouac,1958.0,The Subterraneans,The Subterraneans,eng,3.68,10325,11547,440,191,978,3678,4157,2543,https://images.gr-assets.com/books/1428958819m/330760.jpg,https://images.gr-assets.com/books/1428958819s/330760.jpg
8221,65336,65336,1017679,19,081120958X,9780811209590.0,"William Carlos Williams, Charles Tomlinson",1949.0,Selected Poems,Selected Poems,,4.15,11740,12108,153,170,395,1977,4458,5108,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8224,20439328,20439328,30862334,29,,,Ali Smith,2014.0,How to Be Both,How to Be Both,eng,3.61,9431,11633,1656,692,1196,2881,4009,2855,https://images.gr-assets.com/books/1405890478m/20439328.jpg,https://images.gr-assets.com/books/1405890478s/20439328.jpg
8226,341281,341281,2502604,230,140435476,9780140435470.0,"Thomas Hardy, Patricia Ingham",1887.0,The Woodlanders,The Woodlanders,eng,3.82,10835,11642,381,337,700,2965,4313,3327,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8230,12968662,15015218,18044854,41,1451672721,9781451672720.0,Chris Cleave,2012.0,Gold,Gold,eng,3.68,6997,13423,2262,256,1000,4091,5524,2552,https://images.gr-assets.com/books/1340468522m/12968662.jpg,https://images.gr-assets.com/books/1340468522s/12968662.jpg
8233,45974,45974,983806,153,141183047,9780141183050.0,"Fernando Pessoa, Richard Zenith",1913.0,Livro do Desassossego,The Book of Disquiet,eng,4.5,9115,13132,1159,140,289,1046,3052,8605,https://images.gr-assets.com/books/1382871857m/45974.jpg,https://images.gr-assets.com/books/1382871857s/45974.jpg
8249,27208,27208,3359269,68,156478214X,9781564782140.0,Flann O'Brien,1967.0,The Third Policeman,The Third Policeman,eng,4.02,10352,12304,1300,331,710,2206,4156,4901,https://images.gr-assets.com/books/1343027425m/27208.jpg,https://images.gr-assets.com/books/1343027425s/27208.jpg
8255,23453099,23453099,43014905,28,1594206627,9781594206630.0,Ottessa Moshfegh,2015.0,Eileen,Eileen,eng,3.38,10460,13919,2289,671,1878,4671,4824,1875,https://images.gr-assets.com/books/1479545528m/23453099.jpg,https://images.gr-assets.com/books/1479545528s/23453099.jpg
8282,29430788,29430788,49695344,14,1476799202,9781476799210.0,Alice Hoffman,2017.0,,Faithful,eng,4.02,12442,15377,2481,159,533,2807,7173,4705,https://images.gr-assets.com/books/1478771334m/29430788.jpg,https://images.gr-assets.com/books/1478771334s/29430788.jpg
8289,577283,577283,1607259,52,679736638,9780679736640.0,William Styron,1967.0,The Confessions of Nat Turner,The Confessions of Nat Turner,eng,3.96,11535,12045,394,252,606,2525,4677,3985,https://images.gr-assets.com/books/1406138384m/577283.jpg,https://images.gr-assets.com/books/1406138384s/577283.jpg
8295,3291,3291,130037,103,743217187,9780743217190.0,Isabel Allende,1988.0,Cuentos de Eva Luna,The Stories of Eva Luna,en-US,3.96,10862,13067,539,112,617,3093,5159,4086,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8305,10006,10006,3011932,50,965913228,9780965913220.0,Paul Auster,2004.0,Oracle Night,Oracle Night,eng,3.77,8827,11107,636,138,684,3198,4656,2431,https://images.gr-assets.com/books/1328287302m/10006.jpg,https://images.gr-assets.com/books/1328287302s/10006.jpg
8316,16396,9515964,2817794,75,140284125,9780140284130.0,P.G. Wodehouse,1923.0,The Inimitable Jeeves ,"The Inimitable Jeeves (Jeeves, #2)",en-US,4.26,7376,14210,811,40,211,1949,5885,6125,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8326,18090147,18090147,25146823,22,62285505,9780062285510.0,Rene Denfeld,2014.0,The Enchanted,The Enchanted,eng,3.96,11515,13413,2636,314,744,2646,5185,4524,https://images.gr-assets.com/books/1373991244m/18090147.jpg,https://images.gr-assets.com/books/1373991244s/18090147.jpg
8337,74406,74406,603433,50,141181362,9780141181360.0,Robertson Davies,1970.0,Fifth Business,Fifth Business,eng,4.04,11651,13578,827,265,712,2360,5062,5179,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8348,6944566,9498875,7178069,25,393062627,9780393062620.0,Brady Udall,2010.0,The Lonely Polygamist,The Lonely Polygamist,en-US,3.5,9773,13769,2499,584,1632,4142,5134,2277,https://images.gr-assets.com/books/1459640976m/6944566.jpg,https://images.gr-assets.com/books/1459640976s/6944566.jpg
8350,6303733,6303733,6488344,32,739318926,9780739318930.0,"Richard Russo, Arthur Morey",2009.0,That Old Cape Magic,That Old Cape Magic,eng,3.3,12095,14461,2177,452,1951,6065,4768,1225,https://images.gr-assets.com/books/1320442735m/6303733.jpg,https://images.gr-assets.com/books/1320442735s/6303733.jpg
8352,10108463,10108463,15005760,36,038553504X,9780385535040.0,Donald Ray Pollock,2011.0,The Devil All the Time,The Devil All the Time,eng,4.09,9620,11252,1703,175,465,1738,4643,4231,https://images.gr-assets.com/books/1320561517m/10108463.jpg,https://images.gr-assets.com/books/1320561517s/10108463.jpg
8357,1990,1990,901325,311,140436146,9780140436140.0,"Charles Dickens, Patricia Ingham, Hablot Knight Browne",1844.0,The Life and Adventures of Martin Chuzzlewit,Martin Chuzzlewit,eng,3.82,11784,12637,424,366,909,3134,4410,3818,https://images.gr-assets.com/books/1334392783m/1990.jpg,https://images.gr-assets.com/books/1334392783s/1990.jpg
8360,133488,133488,1094851,37,449206521,9780449206520.0,James A. Michener,1947.0,Tales of the South Pacific,Tales of the South Pacific,en-US,4.03,11999,12254,309,105,492,2716,4544,4397,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8361,5845,5845,1158939,64,330487140,9780330487150.0,V.S. Naipaul,1979.0,A Bend in the River,A Bend in the River,eng,3.77,11011,12220,677,348,935,3129,4595,3213,https://images.gr-assets.com/books/1353691563m/5845.jpg,https://images.gr-assets.com/books/1353691563s/5845.jpg
8366,112322,112322,1629732,42,449911608,9780449911600.0,Anne Tyler,1991.0,Saint Maybe,Saint Maybe,en-US,3.88,13134,13968,612,109,569,3804,5963,3523,https://images.gr-assets.com/books/1453274893m/112322.jpg,https://images.gr-assets.com/books/1453274893s/112322.jpg
8379,22725443,22725443,41246261,52,812997530,9780812997540.0,Jill Alexander Essbaum,2015.0,Hausfrau,Hausfrau,eng,3.24,9949,11842,2270,813,2033,4001,3468,1527,https://images.gr-assets.com/books/1419180448m/22725443.jpg,https://images.gr-assets.com/books/1419180448s/22725443.jpg
8389,52872,52872,1094776,20,802170374,9780802170380.0,Sherman Alexie,2007.0,Flight: A Novel,Flight,en-US,3.89,12016,12429,1894,188,652,3064,4976,3549,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8409,18467818,18467818,26127435,17,802122515,9780802122510.0,Roxane Gay,2014.0,An Untamed State,An Untamed State,eng,4.05,10809,12037,2219,280,624,1953,4550,4630,https://images.gr-assets.com/books/1395145925m/18467818.jpg,https://images.gr-assets.com/books/1395145925s/18467818.jpg
8410,2176735,2176735,1405064,38,374116342,9780374116350.0,Tim Winton,2008.0,Breath,Breath,,3.8,10233,11357,1047,201,751,2895,4755,2755,https://images.gr-assets.com/books/1317792624m/2176735.jpg,https://images.gr-assets.com/books/1317792624s/2176735.jpg
8439,31178,31178,2731250,44,345477243,9780345477250.0,Anne Tyler,2001.0,Back When We Were Grownups,Back When We Were Grownups,eng,3.51,13416,14632,1237,315,1422,5501,5341,2053,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8440,23289,23289,750536,81,097496090X,9780974960910.0,James Joyce,1914.0,The Dead,The Dead,eng,4.09,11279,12015,481,232,651,2152,3785,5195,https://images.gr-assets.com/books/1456153413m/23289.jpg,https://images.gr-assets.com/books/1456153413s/23289.jpg
8452,5946,5946,1155500,43,679772669,9780679772670.0,Michael Ondaatje,1987.0,In the Skin of a Lion,In the Skin of a Lion,,3.88,11289,12433,762,281,844,2885,4556,3867,https://images.gr-assets.com/books/1405864361m/5946.jpg,https://images.gr-assets.com/books/1405864361s/5946.jpg
8456,44559,44559,245284,85,60997028,9780060997020.0,"Milan Kundera, Aaron Asher",1969.0,Život je jinde,Life is Elsewhere,eng,3.95,8834,11199,544,98,482,2619,4647,3353,https://images.gr-assets.com/books/1327945876m/44559.jpg,https://images.gr-assets.com/books/1327945876s/44559.jpg
8466,7824768,7824768,10871526,2,,9789953715100.0,خالد الباتلي,2010.0,ليتها تقرأ,ليتها تقرأ,ara,3.04,9807,9829,1427,1662,1921,2575,1731,1940,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8469,251665,251665,687946,48,679759328,9780679759320.0,Anita Brookner,1984.0,Hotel du Lac,Hotel du Lac,eng,3.56,11066,12114,720,342,1276,3952,4304,2240,https://images.gr-assets.com/books/1346713260m/251665.jpg,https://images.gr-assets.com/books/1346713260s/251665.jpg
8470,151926,151926,3082366,32,452276721,9780452276730.0,Pat Barker,1995.0,The Ghost Road,"The Ghost Road (Regeneration, #3)",en-US,4.11,11723,12609,425,182,500,2128,4681,5118,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8471,682793,682793,2630409,344,553211587,9780553211580.0,Mark Twain,1893.0,The Tragedy of Puddn'head Wilson,Pudd'nhead Wilson,eng,3.74,11014,13549,854,174,928,4107,5330,3010,https://images.gr-assets.com/books/1473261603m/682793.jpg,https://images.gr-assets.com/books/1473261603s/682793.jpg
8474,13065,13065,923380,26,044669570X,9780446695700.0,Carl Hiaasen,1991.0,Native Tongue,"Native Tongue (Skink, #2)",eng,3.94,10717,11782,503,89,399,2900,5140,3254,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8479,125502,125502,1309881,40,340682388,9780340682390.0,Siri Hustvedt,2002.0,What I Loved,What I Loved,en-GB,4.02,9974,11472,988,232,628,2037,4307,4268,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8486,24611425,24611425,44222605,22,670025771,9780670025770.0,Geraldine Brooks,2015.0,The Secret Chord,The Secret Chord,eng,3.55,9228,11156,2139,446,1120,3383,4221,1986,https://images.gr-assets.com/books/1428406962m/24611425.jpg,https://images.gr-assets.com/books/1428406962s/24611425.jpg
8492,676,676,752463,10,375755195,9780375755190.0,Billy Collins,2001.0,Sailing Alone Around the Room: New and Selected Poems,Sailing Alone Around the Room: New and Selected Poems,eng,4.24,10999,11254,575,213,352,1423,3853,5413,https://images.gr-assets.com/books/1403183272m/676.jpg,https://images.gr-assets.com/books/1403183272s/676.jpg
8498,7992363,7992363,12476227,88,2246760011,9782246760020.0,Laurent Binet,2009.0,HHhH,HHhH,fre,4.07,7765,12259,1671,229,523,1968,4990,4549,https://images.gr-assets.com/books/1490084601m/7992363.jpg,https://images.gr-assets.com/books/1490084601s/7992363.jpg
8503,80890,80890,3458174,233,679417370,9780679417380.0,"Thomas Mann, John E. Woods, T.J. Reed",1901.0,Buddenbrooks: Verfall einer Familie,Buddenbrooks: The Decline of a Family,eng,4.13,12049,15027,674,284,667,2380,5108,6588,https://images.gr-assets.com/books/1337128414m/80890.jpg,https://images.gr-assets.com/books/1337128414s/80890.jpg
8508,11229,11229,1410491,59,014118616X,9780141186160.0,"Iris Murdoch, Mary Kinzie",1978.0,"The Sea, the Sea","The Sea, the Sea",eng,3.9,10849,12164,786,297,792,2634,4517,3924,https://images.gr-assets.com/books/1302898449m/11229.jpg,https://images.gr-assets.com/books/1302898449s/11229.jpg
8516,12349,12349,265218,34,140280464,9780140280460.0,Ruth Ozeki,1998.0,My Year of Meats,My Year of Meats,eng,3.93,10297,11143,1254,134,496,2420,5070,3023,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8523,70561,70561,2944012,102,60007761,9780060007770.0,"Aleksandr Solzhenitsyn, Edward E. Ericson Jr.",1973.0,"Архипелаг ГУЛАГ, 1918-1956",The Gulag Archipelago 1918-1956,eng,4.15,10693,12777,615,142,484,2123,4535,5493,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8525,6080420,6080420,6257109,14,307270742,9780307270740.0,J. Courtney Sullivan,2009.0,Commencement,Commencement ,en-US,3.36,12653,13848,1724,542,1889,5253,4419,1745,https://images.gr-assets.com/books/1392259807m/6080420.jpg,https://images.gr-assets.com/books/1392259807s/6080420.jpg
8547,1833852,1833852,1833795,48,385521723,9780385521730.0,Steve Toltz,2008.0,A Fraction of the Whole,A Fraction of the Whole,,4.06,7646,10378,1552,210,605,1756,3624,4183,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8564,54620,54620,2887963,216,192805622,9780192805620.0,"Elizabeth Gaskell, Shirley Foster",1848.0,Mary Barton,Mary Barton,eng,3.7,11742,13179,646,396,1087,3731,4788,3177,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8565,115476,115476,678519,373,486424529,9780486424520.0,Joseph Conrad,1904.0,Nostromo: a Tale of the Seaboard,Nostromo,eng,3.81,11478,12681,463,465,986,2933,4362,3935,https://images.gr-assets.com/books/1328865264m/115476.jpg,https://images.gr-assets.com/books/1328865264s/115476.jpg
8582,25664459,25664459,45487238,22,374106681,9780374106680.0,Dominic Smith,2016.0,The Last Painting of Sara de Vos,The Last Painting of Sara de Vos,eng,3.83,12029,16421,1638,762,878,3461,6538,4782,https://images.gr-assets.com/books/1494524049m/25664459.jpg,https://images.gr-assets.com/books/1494524049s/25664459.jpg
8588,432,432,2434710,25,140097317,9780140097310.0,Paul Auster,1985.0,City of Glass,"City of Glass (The New York Trilogy, #1)",eng,3.81,10157,11176,683,230,853,2758,4320,3015,https://images.gr-assets.com/books/1309986722m/432.jpg,https://images.gr-assets.com/books/1309986722s/432.jpg
8593,39933,39933,39635,35,006000942X,9780060009430.0,Thomas C. Foster,2003.0,,How to Read Literature Like a Professor: A Lively and Entertaining Guide to Reading Between the Lines,en-US,3.63,12467,14587,1764,524,1332,4212,5409,3110,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8600,1821187,12991188,2046778,23,3499237709,9783499237710.0,"Denis Johnson, Bettina Abarbanell",2002.0,Train Dreams,Train Dreams,ger,3.89,4886,11357,1549,146,653,2709,4669,3180,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8609,724371,724371,1026788,29,192723715,9780192723710.0,"Alfred Tennyson, Charles Keeping",1833.0,The Lady of Shalott,The Lady of Shalott,en-US,4.17,14848,15229,205,144,495,2806,4956,6828,https://images.gr-assets.com/books/1400891098m/724371.jpg,https://images.gr-assets.com/books/1400891098s/724371.jpg
8625,46917,46917,864749,52,449911934,9780449911940.0,John Updike,1971.0,Rabbit Redux,Rabbit Redux (Rabbit Angstrom #2),eng,3.79,11051,11727,604,269,798,3052,4564,3044,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8654,587638,587638,2636942,36,345501748,9780345501740.0,"Michael Chabon, Gary Gianni",2007.0,Gentlemen of the Road,Gentlemen of the Road,eng,3.42,10440,11472,1577,362,1416,4262,3900,1532,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8658,15818333,15818333,18334314,24,62209841,9780062209850.0,Lisa O'Donnell,2012.0,The Death of Bees,The Death of Bees,eng,3.81,11530,13043,2129,302,708,3173,5824,3036,https://images.gr-assets.com/books/1358353202m/15818333.jpg,https://images.gr-assets.com/books/1358353202s/15818333.jpg
8664,56674,56674,55232,82,,9780743265230.0,J.G. Ballard,1984.0,Empire of the Sun,"Empire of the Sun (Empire of the Sun, #1)",,3.98,11185,12966,637,100,501,2803,5674,3888,https://images.gr-assets.com/books/1338519188m/56674.jpg,https://images.gr-assets.com/books/1338519188s/56674.jpg
8676,1862313,1862313,2886449,28,374299250,9780374299260.0,Richard Price,2008.0,Lush Life,Lush Life,eng,3.69,9478,10288,1553,203,725,3023,4439,1898,https://images.gr-assets.com/books/1316137153m/1862313.jpg,https://images.gr-assets.com/books/1316137153s/1862313.jpg
8677,152662,152662,1147214,22,671038540,9780671038540.0,Peter Hedges,1991.0,What's Eating Gilbert Grape,What's Eating Gilbert Grape,eng,4.1,11352,11977,403,143,458,2307,4274,4795,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8688,665,665,443285,53,451163931,9780451163940.0,"Ayn Rand, Nathaniel Branden",1961.0,The Virtue of Selfishness: A New Concept of Egoism,The Virtue of Selfishness: A New Concept of Egoism,eng,3.47,10198,10682,433,1337,1071,2463,2837,2974,https://images.gr-assets.com/books/1425001997m/665.jpg,https://images.gr-assets.com/books/1425001997s/665.jpg
8690,3479967,3479967,3521296,22,670020575,9780670020580.0,Joseph Boyden,2008.0,Through Black Spruce,Through Black Spruce,en-US,4.11,10305,11071,788,125,368,1769,4660,4149,https://images.gr-assets.com/books/1480136683m/3479967.jpg,https://images.gr-assets.com/books/1480136683s/3479967.jpg
8692,15050,15050,922184,40,802135781,9780802135780.0,Jeanette Winterson,1989.0,Sexing the Cherry,Sexing the Cherry,eng,3.83,10450,12017,724,257,850,3024,4455,3431,https://images.gr-assets.com/books/1328824090m/15050.jpg,https://images.gr-assets.com/books/1328824090s/15050.jpg
8704,42641,42641,1491227,411,735102864,9780735102870.0,"Leo Tolstoy, Louise Maude, Aylmer Maude",1899.0,Воскресение,Resurrection,eng,4.1,9482,11905,677,146,543,2146,4268,4802,https://images.gr-assets.com/books/1335874776m/42641.jpg,https://images.gr-assets.com/books/1335874776s/42641.jpg
8709,16077150,16077150,21873437,35,755358783,9780755358790.0,Maggie O'Farrell,2013.0,Instructions for a Heatwave,Instructions for a Heatwave,en-GB,3.62,9071,11634,1552,213,950,3737,4920,1814,https://images.gr-assets.com/books/1349796972m/16077150.jpg,https://images.gr-assets.com/books/1349796972s/16077150.jpg
8716,28922,28922,2464610,63,571225365,9780571225360.0,Kazuo Ishiguro,1986.0,An Artist of the Floating World,An Artist of the Floating World,eng,3.72,10430,12710,1012,127,773,3937,5547,2326,https://images.gr-assets.com/books/1327786035m/28922.jpg,https://images.gr-assets.com/books/1327786035s/28922.jpg
8717,1528410,1528410,1387510,80,802118585,9780802118580.0,"Pascal Mercier, Barbara Harshav",2004.0,Nachtzug nach Lissabon,Night Train to Lisbon,eng,3.7,7838,11939,1316,578,1207,2748,4069,3337,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8722,26116430,26116430,46062644,25,62277022,9780062277020.0,Louise Erdrich,2016.0,LaRose,LaRose,eng,3.86,9136,11302,1863,268,718,2539,4524,3253,https://images.gr-assets.com/books/1445606455m/26116430.jpg,https://images.gr-assets.com/books/1445606455s/26116430.jpg
8735,4660,4660,1831615,47,345417968,9780345417960.0,John Irving,1974.0,The 158-Pound Marriage,The 158-Pound Marriage,en-US,3.22,10532,11189,323,346,1831,4980,3031,1001,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8788,14028,14028,1855151,115,679761047,9780679761040.0,"Yasunari Kawabata, Edward G. Seidensticker",1937.0,雪国 ,Snow Country,eng,3.7,9942,12499,1095,279,1120,3629,4562,2909,https://images.gr-assets.com/books/1474272606m/14028.jpg,https://images.gr-assets.com/books/1474272606s/14028.jpg
8792,17877,17877,320469,313,486434095,9780486434090.0,"Fyodor Dostoyevsky, Ergin Altay",1861.0,Записки из Мёртвого дома,The House of the Dead,eng,4.03,8354,12384,804,110,493,2539,4979,4263,https://images.gr-assets.com/books/1327908745m/17877.jpg,https://images.gr-assets.com/books/1327908745s/17877.jpg
8801,22304,22304,2512697,29,743231511,9780743231510.0,Douglas Coupland,1994.0,Life after God,Life After God,eng,3.82,8659,10035,432,132,771,2733,3511,2888,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
